bibliographicCitation,collectionCode,catalogNumber,family,genus,scientificName,recordNumber,recordedBy,year,month,day,identifiedBy,dateIdentified,det_ok,country,stateProvince,municipality,locality,decimalLongitude,decimalLatitude,Georef
SpeciesLink,HUEFS,141841,Fabaceae,Chamaecrista,Chamaecrista mucronata,2402,"Rezende, S.G.",2008,3,7,NA,,2,Brasil,Minas Gerais,Catas Altas,Regi‹o da Mina de Fabrica Nova.,-43.432,-20.197,2
SpeciesLink,R,128221,Fabaceae,Chamaecrista,Chamaecrista mucronata,2502,"Irwin, H.S.",1959,1,22,"Concei‹o, A.S.",3/8/99,2,Brasil,Minas gerais,Mariana,10 km. N.E. of Mariana on road to Camargos,-43.398,-20.286,1
SpeciesLink,BHCB,74899,Fabaceae,Chamaecrista,Chamaecrista mucronata,3419,"Tameirão Neto, E",NA,,,NA,,2,Brasil,Minas Gerais,Nova Lima,Mina do Cap‹o Xavier.,-43.965,-20.038,1
SpeciesLink,JPB,57105,Fabaceae,Chamaecrista,Chamaecrista mucronata,3432,"Fernandes, MGC",2001,9,19,"Rando, J.G.",2/12/09,1,Brasil,Minas Gerais,Ouro preto,"Esta‹o ecol—gica do Tripu, Trilha do Api‡rio-Vila.",-43.542,-20.373,1
SpeciesLink,BHZB,8391,Fabaceae,Chamaecrista,Chamaecrista mucronata,3674,"Rezende, S.G et al.",2009,7,28,"Rando, J.G.",/01/2014,1,Brasil,MG,Mariana,Mina Samarco - Norte de Alegria 1 e 6,-43.515,-20.155,0
Reflora,RB,RB00143495,Fabaceae,Chamaecrista,Chamaecrista mucronata,4052,H.C. de Lima,1990,12,12,Administrador,1/2/17,2,Brasil,Minas Gerais,Ouro Preto,"parque estadual Itacolomi mata do Manso, base do Itacolomi. Parque Estadual Itacolomi",-43.501,-20.427,1
SpeciesLink,SP,127326,Fabaceae,Chamaecrista,Chamaecrista mucronata,5971,Mello Barreto,1933,11,29,"Concei‹o, A.S.",8/4/03,2,Brasil,Minas Gerais,CaetŽ,"Serra da Piedade, Campo",-43.678,-19.822,1
SpeciesLink,SPF,226170,Fabaceae,Chamaecrista,Chamaecrista mucronata,7286,"Ferreira, MB",1978,9,8,"Cota, M.M.T.",/07/2015,1,Brasil,Minas Gerais,CaetŽ,Serra da Piedade; alto da serra.,-43.678,-19.822,1
Reflora,RB,RB00146118,Fabaceae,Chamaecrista,Chamaecrista mucronata,8371,D. Sucre,1972,2,1,Administrador,1/2/17,2,Brasil,Espírito Santo,Linhares,DOCEMADE. Reserva Florestal de Linhares,-39.961,-19.138,0
SpeciesLink,JPB,57096,Fabaceae,Chamaecrista,Chamaecrista mucronata,8391,"Rezende, SG; et al.",2009,7,28,"Rando, J.G.",/01/2014,1,Brasil,Minas Gerais,Mariana,"Mina Sarmaco, #?# Norte de Alegria 1 e 6. Doa‹o, sete soluões, BHCB 138419. Sobre minŽrio de ferro",-43.515,-21.536,2
SpeciesLink,JPB,57085,Fabaceae,Chamaecrista,Chamaecrista mucronata,9378,"Ferreira-Junior, CA; et al.",2012,9,19,"Rando, J.G.",/01/2013,1,Brasil,Minas Gerais,Santana do Riacho,"RPPN Brumas do Espinhao e Ermo do Gerais, Levantamento flor’stico da RPPN Brumas do Espinhao. Ramos apicais pendentes. Ponto 106 637362 7894769 1233 m. Doa‹o de duplicata para herb‡rio SPF em 2013. Flores amarelas",-43.716,-19.019,1
SpeciesLink,SPF,185704,Fabaceae,Chamaecrista,Chamaecrista mucronata,29343,"Irwin, HS",1971,1,30,"Rando, J.G.",/09/2008,2,Brasil,Minas Gerais,Ouro Preto,Pico do Itacolomi.,-43.495,-20.427,1
JG Rando,NY,960326,Fabaceae,Chamaecrista,Chamaecrista mucronata,29680,H.S.Irwin,1971,2,2,"Rando, J.G.",,2,Brasil,Minas Gerais,Mariana,3 km ao Norte de Mariana sentido Santa Barbara,-43.437,-20.344,1
SpeciesLink,UB,127371,Fabaceae,Chamaecrista,Chamaecrista mucronata,30378,"Irwin, HS",1971,1,15,"Barneby, R.",1982,2,Brasil,Minas Gerais,,"Ca. 35km E of Belo Horizonte, near BR-21",-43.726,-19.833,0
SpeciesLink,INPA,132316,Fabaceae,Chamaecrista,Chamaecrista mucronata,46849,"Hatschbach, GG",1983,10,15,"Barneby, R.",1984,2,Brasil,Minas Gerais,Realeza,"Realeza, arredores.",-42.164,-20.236,0
SpeciesLink,HUEFS,8675,Fabaceae,Chamaecrista,Chamaecrista multinervia,55,"Vaillant, P.F.M.",1978,6,22,"Rando, J.G.",/09/2011,2,Brasil,Bahia,Ibicoara,,-41.55,-13.517,2
JG Rando,RB,,Fabaceae,Chamaecrista,Chamaecrista multinervia,13153,"Mori, S.",1979,12,22,"Rando, J.G.",,1,Brasil,Bahia,Mucug,"3 km ao sul de Mucugê, estrada que vai para Jussiape",-41.41,-13.012,1
SpeciesLink,ESA,140069,Fabaceae,Chamaecrista,Chamaecrista multinervia,40929,"Souza, V.C.",2017,7,20,"Souza, V.C.",26/07/2017,1,Brasil,Bahia,Rio de Contas,Cerca de 26 km de Rio de Contas em dire‹o ao Pico do Itobira . Campo rupestre.,-41.883,-13.384,1
SpeciesLink,MOBOT_BR,3235451,Fabaceae,Chamaecrista,Chamaecrista multinervia,46500,"Hatschbach, G.",1983,5,16,"Barneby, R.",1983,2,Brazil,Bahia,,Mato Grosso (mun. Rio de Contas). Nova para a Bahia.,-41.811,-13.579,0
SpeciesLink,EAC,11406,Fabaceae,Chamaecrista,Chamaecrista multinervia,s.n.,"Fernandes, A.",1982,5,18,"Fernandes, A.; Nunes, E.",30/09/1989,2,Brasil,Bahia,Bonito,"Afrânio Peixoto, estrada Tanquinho - Morro do Chap",-41.283,-11.968,1
SpeciesLink,HUFABC,1307,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,38,"Cota, M.M.T.; Araújo, F.F.; Moura, F.R.; Pedro, M.A.V.; Lourenço, A.P.; Garraffoni, A.R.S.",2010,7,10,"Cota, M.M.T.",22/05/2012,1,Brasil,Minas Gerais,Diamantina,"Parque Nacional das Sempre Vivas, Cerrado rupestre.",-43.633,-17.777,0
SpeciesLink,OUPR,27879,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,85,"Soldevila, A.C.; Fortuna-Perez, A.P.; Cândido, E.S.; Vieira, L.G.M.; Mansano, V.F. & Cota, M.",2014,3,24,"Cota, M.M.T.",24/03/2014,1,Brasil,Minas Gerais,S‹o Gonalo do Rio Preto,"Parque Estadual do Rio Preto, Trilha para Cachoeira do Crioulo. Coletada em areial pr—ximo a cachoeira. Solo arenoso. Cerrado/Campo rupestre quartz’tico",-43.369,-18.146,0
SpeciesLink,HUFU,58514,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,111,"Rezende, A.R.; Marques, D.; Pêgo, P.T. & Pádua, K.J.M.",2010,9,22,"Rando, J.G.",24/05/2012,2,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina-Conselheiro Mata, Estrada Diamantina-Conselheiro, km 172.",-43.844,-18.304,0
SpeciesLink,SPF,226128,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,162,"Sakuragui, C.M.",1990,8,4,"Cota, M.M.T.",/03/2016,2,Brasil,Minas Gerais,Diamantina,"Lado esquerdo da Rod. Diamantina - Curvelo, ca. 4.5 km da cidade.",-43.663,-18.238,0
SpeciesLink,SPF,210311,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,240,"Borges, L.M.",2007,11,19,"Rando, J.G.",2010,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cip—, Vilarejo Inhame. Trilha para o topo da Serra a partir da porteira azul na estrada vilarejo - Faz. Toucan Cip—.",-43.785,-18.966,0
SpeciesLink,SPF,221543,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,265,"Hemsing, P.K.B.",2010,9,22,"Rando, J.G.",24/05/2012,2,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina-Conselheiro Mata, km 172.",-43.844,-18.304,0
SpeciesLink,SPF,219014,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,284,"Siniscalchi, C.M.",2011,10,23,"Cota, M.M.T.",/10/2015,1,Brasil,Minas Gerais,ItambŽ do Mato Dentro,"Serra do Cip—, Distrito de Santana do Rio Preto. Cabea de Boi. Estrada ItambŽ do Mato Dentro-Santana do Rio Preto (Cabea de Boi). Montanhas à esquerda da estrada, ca. 5 km de Santana do Rio Preto. Solo arenoso, com afloramentos quartz’ticos.",-43.359,-19.413,0
SpeciesLink,BHZB,8568,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,413,"Andrade, I.R. et al.",2012,5,17,"Rando, J.G.",/01/2013,1,Brasil,MG,Santana do Riacho,RPPN Brumas do Espinhao e Ermo dos Gerais,-43.711,-19.043,0
SpeciesLink,HUEFS,94229,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,508,"Nascimento, J.G.A.do",2005,3,31,"Queiroz, L.P. de",/04/2011,2,Brasil,Minas Gerais,Concei‹o do Mato Dentro,Tabuleiro.,-43.566,-19.086,0
SpeciesLink,SPF,221920,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,700,"Cota, M.M.T.",2014,3,28,"Cota, M.M.T.",10/3/15,1,Brasil,Minas Gerais,S‹o Gonalo do Rio Preto,"Parque Estadual do Rio Preto, Trilha para as corredeiras.",-43.334,-18.134,0
SpeciesLink,NYBG,1144730,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,707,"Neto, L.M.",2009,5,24,"Cota, M.M.T.",2015,2,Brazil,Minas Gerais,Alvorada de Minas,"Alvorada da Serra. Distrito de Itapanhoacanga, estrada para Cachoeira Campin, a 3 km de Itapanhoacanga.",-43.443,-18.798,0
SpeciesLink,SPF,221921,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,752,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Buen—polis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; estrada sentido norte do parque; pr—ximo à casa de apoio.",-43.786,-17.916,0
SpeciesLink,SPF,222005,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,764,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",/03/2016,1,Brasil,Minas Gerais,Buen—polis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha pr—ximo ao rio Jequita’; na divisa com a cidade de Bocaiúva.",-43.892,-17.928,0
SpeciesLink,SPF,221919,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,816,"Cota, M.M.T.",2014,11,26,"Cota, M.M.T.",/08/2015,1,Brasil,Minas Gerais,Bocaiœva,Entorno do Parque Nacional das Sempre Vivas; fazenda Álamo.,-43.794,-17.59,0
SpeciesLink,HUEFS,112727,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,880,"Conceição, A.S.",2005,2,17,"Queiroz, L.P. de",/04/2011,1,Brasil,Minas Gerais,Concei‹o do Mato Dentro,"Costa Serra, Serra do Amarelo.",-43.638,-18.696,2
JG Rando,SPF,,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,906,"Rando, J.G.",2009,11,18,"Rando, J.G.",,1,Brasil,Minas Gerais,Santana de Pirapama,"Fazenda Toucan Cip—, subida da Capta‹o de ‡gua.",-43.759,-19.006,0
JG Rando,SPF,,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,907,"Rando, J.G.",2009,11,18,"Rando, J.G.",,1,Brasil,Minas Gerais,Santana de Pirapama,,-43.759,-19.006,2
SpeciesLink,SPF,216230,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,922,"Rando, J.G.",2009,11,27,"Rando, J.G.",2010,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cip—, Subida da Serra, perto de Inhame.",-43.787,-18.929,0
SpeciesLink,SPF,210300,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,934,"Rando, J.G.",2010,3,6,"Rando, J.G.",2010,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cip—, Capela de S‹o JosŽ. Subida da Senhorinha",-43.771,-18.963,0
SpeciesLink,SPF,210298,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,937,"Rando, J.G.",2010,3,10,"Rando, J.G.",2010,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cip—, Capela de S‹o JosŽ. Estrada da Capta‹o da Faz Toucan Cip—",-43.756,-19.003,0
SpeciesLink,SPF,211446,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,1147,"Rando, J.G.; Nogueira, A.",2012,1,12,"Rando, J.G.",12/1/12,2,Brasil,Minas Gerais,Diamantina,"Mendanha, Ca. 5 km da ponte que passa sobre o rio Jequitinhonha, estrada à direita, sobre afloramento rochoso. Propriedade particular.",-43.483,-18.108,0
SpeciesLink,SPF,216275,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,1249,"Rando, J.G.",2012,6,11,"Rando, J.G.",11/1/12,2,Brasil,Minas Gerais,Serro,"Estrada Diamantina - Serro, Estrada Real, ca. 8 km depois de Milho Verde, margem da estrada, lado esquerdo.",-43.519,-18.522,0
SpeciesLink,HUEFS,90626,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,1350,"van den Berg, C.",2004,2,19,"Queiroz, L.P. de",/04/2011,2,Brasil,Minas Gerais,Concei‹o do Mato Dentro,Estrada da APA do Intendente.,-43.553,-19.144,2
SpeciesLink,US,2281542,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,2446,"Irwin, H.S.",1959,1,13,NA,,2,Brazil,Minas Gerais,,"Serra do cipo, 55 km w of morro do pilar, on road to s. jose do almeido",-43.768,-19.411,1
SpeciesLink,US,2281550,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,2467,"Irwin, H.S.",1959,1,17,NA,,2,Brazil,Minas Gerais,Diamantina,9 km n of diamantina on old road to mendanha,-43.55,-18.182,1
SpeciesLink,R,130696,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,2494,"Irwin, H.S.",1959,1,19,"Rando, J.G.",2/3/11,1,Brasil,Minas gerais,Diamantina,67 km SW. of Diamantina on road to Curvelo,-44.053,-18.645,1
SpeciesLink,SPF,119339,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,3367,"Souza, V.C.",1993,5,1,"Hervencio, P.",/05/1997,1,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cip—, Alto do pal‡cio, arredores da sede do IBAMA.",-43.531,-19.26,1
JG Rando,"K, RB, SPF",,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,3842,"Lewis, G.P.",2009,11,26,"Rando, J.G.",,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cip—, Fazenda Toucan Cip—, trilha da capta‹o de ‡gua, perto do est‡bulo.",-43.767,-19.006,0
SpeciesLink,HUEFS,137076,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,4844,"Forzza, R.C.",2007,11,14,"Queiroz, L.P. de",/04/2011,2,Brasil,Minas Gerais,Alvorada de Minas,"Itapanhoacanga. Estrada Itapanhoacanga - Cachoeira Campinas, 3 km de Itapanhoacanga. Grande lajeado com ilhas de vegeta‹o, arbustos entre rochas e pequena mata ciliar.",-43.443,-18.798,0
SpeciesLink,SPF,179035,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,5627,"Pirani, J.R.",2007,1,20,"Rando, J.G.",/08/2009,2,Brasil,Minas Gerais,Congonhas do Norte,"Serra Talhada, Setor nordeste da srra do Cip—, 9 km S de Congonhas do Norte na Estrada para Concei‹o do Mato Dentro, entrada para Extrema seguindo ca. 11 km - estrada para Lapinha.",-43.685,-18.937,0
SpeciesLink,HUEFS,215614,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,6928,"Verdi, M.",2014,2,12,"Cota, M.M.T.",/10/2016,1,Brasil,Minas Gerais,Serro,Monumento Natural Estadual Varzea do Lajeado e Serra do Raio/APA Água Vertentes.,-43.49,-18.469,2
SpeciesLink,SPF,161159,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,8294,"Souza, V.C.",1995,3,11,"Souza, V.C.",/01/2001,2,Brasil,Minas Gerais,Serro,11km de Serro em dire‹o a Milho Verde,-43.441,-18.526,1
JG Rando,NY,960561,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,11539,"Anderson, W.R.",1975,2,23,"Rando, J.G.",,1,Brasil,Minas Gerais,Diamantina,"40-50 km sudoeste de Diamantina, na BR - 259",-43.8,-18.557,1
Reflora,MBM,MBM036796,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,11567,"Anderson, WR",1975,2,24,"Barneby, R.",,2,Brazil,Minas Gerais,Gouveia,Serra do Espinhao,-43.72,-18.5,0
Reflora,MBM,MBM035779,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,11596,"Anderson, WR",1975,2,26,"Barneby, R.",,2,Brazil,Minas Gerais,Diamantina,"Upper slopes of Serra do Espinhao, ca. 10 km N of Diamantina on road to Mendanha",-43.53,-18.17,0
SpeciesLink,NYBG,960616,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,18926,"Magalhaes, G.M.",1963,3,17,NA,,2,Brazil,Minas Gerais,Concei‹o do Mato Dentro,"Serra do Cip—, 130 km estrada p/Conceiao",-43.506,-19.227,0
SpeciesLink,UB,127442,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,22154,"Irwin, H.S.",1969,1,18,"Barneby, R.",1982,2,Brasil,Minas Gerais,,Ca. 12km SW of Diamantina,-43.7,-18.27,0
JG Rando,"NY, MBM",18291MBM,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,26994,"Hatschbach, G. ",1971,9,5,"Rando, J.G.",,1,Brasil,Minas Gerais,Gouveia,Rod. BR 249,-43.733,-18.45,2
SpeciesLink,ESA,78113,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,28615,"Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.",2002,2,28,"Rando, J.G.",2009,1,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cip—. Rodovia Belo Horizonte - Concei‹o do Mato Dentro, km 119. Fazenda Cachoeira da Capivara. Campo rupestre com campo arenoso adjacente",-43.545,-19.249,0
JG Rando,"INPA, NY, MBM, SPF, US",,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,49591,"Hatschbach, G. ",1985,9,12,"Rando, J.G.",,1,Brasil,Minas Gerais,Gouveia,Serra do Espinhao,-43.733,-18.45,2
Reflora,RB,RB00142910,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,44-A,"Costa, A.",1987,2,2,Administrador,1/2/17,2,Brasil,Minas Gerais,Santana do Riacho,"Estr. p/ Concei‹o do Mato Dentro km 126, Alto do Pal‡cio, serra do Cip—. Serra do Cip—",-43.53,-19.287,1
SpeciesLink,SPF,22304,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,CFCR2824,"Hensold, N.",1982,1,13,"Barneby, R.",1989,2,Brasil,Minas Gerais,ItambŽ do Mato Dentro,Serra Cabea de Boi,-43.275,-19.366,1
SpeciesLink,BHCB,75003,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,s.n.,"Isaias, R.M.",2002,8,10,NA,,2,Brasil,Minas Gerais,Diamantina,APA Pau-de-Fruta,-43.669,-18.254,1
Reflora,SPF,SPF00147715,Fabaceae,Chamaecrista,Chamaecrista olesiphylla,s.n.,"Hoehne, F.C.",1921,1,13,Administrador,6/8/19,2,Brasil,Minas Gerais,Bar‹o de Cocais,Serra do Garimpo,-43.49,-19.872,1
SpeciesLink,SPF,226132,Fabaceae,Chamaecrista,Chamaecrista potentilla,1,"Coutinho, I.A.C.",2012,6,26,"Coutinho, I.A.C.",26/06/2012,1,Brasil,Minas Gerais,Diamantina,Estrada Diamantina para Milho Verde.,-43.5142,-18.4042,0
SpeciesLink,VIC,37013,Fabaceae,Chamaecrista,Chamaecrista potentilla,4,"Coutinho, Í.A.C.; Coser, T.S.; Dalvi, V.C.; Pereira, T.A.R.",2012,6,26,"Coutinho, Í.A.C.",26/06/2012,1,Brasil,Minas Gerais,Serro,"Distrito de Milho Verde, Cachoeira do Moinho.",-43,-18,1
SpeciesLink,VIC,36998,Fabaceae,Chamaecrista,Chamaecrista potentilla,20,"Coutinho, Í.A.C.; Meira, R.M.S.A.; Pereira, T.A.R.",2012,6,27,"Coutinho, Í.A.C.",27/06/2012,1,Brasil,Minas Gerais,Gouveia,Solo raso arenoso/pedregoso t’pico de campo rupestre.,-43.6006,-18.7255,2
SpeciesLink,HUFU,54889,Fabaceae,Chamaecrista,Chamaecrista potentilla,73,"Kinoshita, L.S.; Martins, A.B.; Galvao, J.C.; Ferreira, C.V.V.; Shimizu, G.H.; et al.",2008,11,5,"Rando, J.G.",/05/2012,2,Brasil,Minas Gerais,Capit—lio,"Pousada do Rio Turvo, Estrada para Mineradora.",-46,-21,1
SpeciesLink,VIC,36957,Fabaceae,Chamaecrista,Chamaecrista potentilla,78,"Coutinho, Í.A.C.; Lorencini, T.S.",2012,8,11,"Coutinho, Í.A.C.",11/8/12,1,Brasil,Minas Gerais,Diamantina,"Estrada de terra Diamantina - Milho Verde, Campo rupestre quartz’tico.",-43.5555,-18.2956,0
SpeciesLink,HUFU,54890,Fabaceae,Chamaecrista,Chamaecrista potentilla,86,"Kinoshita, L.S.; Martins, A.B.; Galvao, J.C.; Ferreira, C.V.V.; Shimizu, G.H.; et al.",2008,11,5,"Rando, J.G.",/05/2012,2,Brasil,Minas Gerais,Capit—lio,"Pousada do Rio Turvo, Estrada para Mineradora.",-46,-21,1
SpeciesLink,HUFABC,1302,Fabaceae,Chamaecrista,Chamaecrista potentilla,97,"Cota, M.M.T.; Quaresma, A.S.; Costa, L.B.; Gonçalvez, D.J.P.",2011,6,28,"Cota, M.M.T.",22/05/2012,2,Brasil,Minas Gerais,Diamantina,"Curralinho, Cerrado",-43.5116,-18.3647,0
Reflora,P,P02935914,Fabaceae,Chamaecrista,Chamaecrista potentilla,154,Vauthier,1833,--,--,Sem determinador,,2,Brasil,Minas Gerais,Brumadinho,"Tejuco, Prov. Minas Geraes",-44,-20,1
SpeciesLink,ESA,120769,Fabaceae,Chamaecrista,Chamaecrista potentilla,345,"Delfini, C.",2012,5,11,"Cota, M.M.C.",10/11/14,1,Brasil,Minas Gerais,Serro,"BR 259, estrada de Serro para Datas, a 16km para o entroncamento para Millho Verde, proximidades da Nascente do Rio Jequitinhonha.",-43.4876,-18.5729,2
SpeciesLink,ESA,120788,Fabaceae,Chamaecrista,Chamaecrista potentilla,365,"Delfini, C.",2012,5,11,"Cota, M.M.T.",10/11/14,1,Brasil,Minas Gerais,Milho Verde,Monumento Natural Estadual V‡rzea do Lajeado e Serra do Raio.,-43.4988,-18.4718,2
SpeciesLink,HUFABC,1299,Fabaceae,Chamaecrista,Chamaecrista potentilla,392,"Cota, M.M.T.; G. T. Cota",2012,7,1,"Cota, M.M.T.",,1,Brasil,Minas Gerais,Serro,"Estrada do Serro para Datas, Popula‹o pr—xima a placa da nascente do Rio Jequitinhonha",-43.4883,-18.5761,0
Reflora,CEN,CEN00093161,Fabaceae,Chamaecrista,Chamaecrista potentilla,482,"Gomes, B.M.",2010,3,17,"Cota, M.M.T.",--/11/2017,1,Brasil,Minas Gerais,S‹o Roque de Minas,Parque Nacional da Serra da Canastra; morro da Torre de Observa‹o.,-46,-20,0
SpeciesLink,UB,127488,Fabaceae,Chamaecrista,Chamaecrista potentilla,622,"Bautista, H.P.",1982,5,22,"Lima, M.P.M.",1983,2,Brasil,Minas Gerais,Serro,,-43.4833,-18.55,2
SpeciesLink,SPF,208970,Fabaceae,Chamaecrista,Chamaecrista potentilla,657,"Borges, L.M.; Loeuille, B.; Watanabe, M.T.C.",2012,4,27,"Rando, J.G.",25/03/2013,1,Brasil,Minas Gerais,Lassance,"Serra do Cabral, Morro do Tigre. Estrada Joaquim Fel’cio#?#V‡rzea da Palma, 26,4 km de Joaquim Fel’cio. 1 km em ramal à esquerda entre cultivo de Eucalipto. Georreferenciamento aproximado.",-44.3237,-17.7095,0
SpeciesLink,SPF,221922,Fabaceae,Chamaecrista,Chamaecrista potentilla,662,"Cota, M.M.T.",2014,1,13,"Cota, M.M.T.",13/01/2014,1,Brasil,Minas Gerais,Presidente Kubitschek,Trinta RŽis; rodovia Datas-Serro (BR 259); km 442; ca. de 500 m NW de Trinta RŽis.,-43.5919,-18.5727,0
SpeciesLink,SPF,194693,Fabaceae,Chamaecrista,Chamaecrista potentilla,719,"Menini Neto, L.",2009,5,25,"Rando, J.G.",/01/2011,2,Brasil,Minas Gerais,Serro,"Estrada para Milho Verde, a 2Km do trevo da estrada para Capivari.",-43.4711,-18.4881,0
SpeciesLink,HUFU,32509,Fabaceae,Chamaecrista,Chamaecrista potentilla,720,"Volpi, R.L.; Romero, R.; Pacheco, R.A.; Mendonça, I.; Cruz, M.P.; Alves, A.S.S. & Carvalho, S",2003,5,17,"Carvalho, S.M.",12/6/03,2,Brasil,Minas Gerais,Delfin—polis,Condom’nio de Pedra,-20,-47,1
SpeciesLink,SPF,211398,Fabaceae,Chamaecrista,Chamaecrista potentilla,1139,"Rando, J.G.; Nogueira, A.",2012,1,11,"Rando, J.G.",11/1/12,2,Brasil,Minas Gerais,Serro,"Estrada de Serro - Datas (BR 259), entre os km 424 e 425, afloramento do lado direito da estrada.",-43.4786,-18.574,0
SpeciesLink,SPF,211401,Fabaceae,Chamaecrista,Chamaecrista potentilla,1142,"Rando, J.G.; Nogueira, A.",2012,1,11,"Rando, J.G.",11/1/12,2,Brasil,Minas Gerais,Presidente Juscelino,"Estrada de Serro - Datas (BR 259), ca. 250 m da entrada para Presidente Juscelino.",-43.5791,-18.5764,0
SpeciesLink,SPF,216280,Fabaceae,Chamaecrista,Chamaecrista potentilla,1245,"Rando, J.G.",2012,6,11,"Rando, J.G.",11/1/12,1,Brasil,Minas Gerais,Diamantina,"Margem da estrada Diamantina - Milho Verde, Estrada Real, logo no in’cio da estrada saindo de Diamantina.",-43.5795,-18.2613,0
SpeciesLink,UB,127481,Fabaceae,Chamaecrista,Chamaecrista potentilla,1598,"Pereira, E.",1955,5,,"Barneby, R.",1982,2,Brasil,Minas Gerais,,Piracuruca,-43.6003,-18.2494,2
SpeciesLink,HUFU,12436,Fabaceae,Chamaecrista,Chamaecrista potentilla,1655,"Nakajima, J.N.; Romero, R.",1996,3,21,"Nakajima, J.N.",19/11/2004,2,Brasil,Minas Gerais,S‹o Roque de Minas,Cachoeira dos Rolinhos.,-47,-20,1
SpeciesLink,HUEFS,140015,Fabaceae,Chamaecrista,Chamaecrista potentilla,1787,"Rapini, A.",2008,5,6,"Rando, J.G.",/09/2012,1,Brasil,Minas Gerais,Diamantina,Acaba Mundo,-43.4428,-18.2861,2
SpeciesLink,HUFU,45256,Fabaceae,Chamaecrista,Chamaecrista potentilla,1935,"Arantes, A.A.; Romero, R.; Bernardes, P.H.N.; Silva, M.A.O.; Grisi, P.U.; Caixeta, F.; et al.",2006,7,12,"Bernardes, P.H.N.",9/10/06,2,Brasil,Minas Gerais,Capit—lio,"Regi‹o da represa de Furnas, Trilha da Pedreira Souza, ca. de 2 Km da BR MG 050.",-46,-21,1
SpeciesLink,HUFU,9425,Fabaceae,Chamaecrista,Chamaecrista potentilla,2502,"Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.",1995,7,17,"Barneby, R.",/11/1995,2,Brasil,Minas Gerais,S‹o Roque de Minas,"Parque Nacional da Serra da Canastra, Cachoeira Casca D'Anta. Parte de cima.",-46.5228,-20.3015,0
