bibliographicCitation,collectionCode,catalogNumber,scientificName,recordNumber,recordedBy,year,month,day,identifiedBy,dateIdentified,det_ok,country,stateProvince,municipality,locality,decimalLongitude,decimalLatitude,Georef,Qual_data
SpeciesLink,SPF,221921,Chamaecrista olesiphylla,752,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Buenópolis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; estrada sentido norte do parque; próximo à casa de apoio.","-43,786","-17,916",0,1
SpeciesLink,SPF,222005,Chamaecrista olesiphylla,764,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",/03/2016,1,Brasil,Minas Gerais,Buenópolis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha próximo ao rio Jequitaí; na divisa com a cidade de Bocaiúva.","-43,892","-17,928",0,1
SpeciesLink,SPF,221919,Chamaecrista olesiphylla,816,"Cota, M.M.T.",2014,11,26,"Cota, M.M.T.",/08/2015,1,Brasil,Minas Gerais,Bocaiúva,Entorno do Parque Nacional das Sempre Vivas; fazenda Álamo.,"-43,794","-17,59",0,1
SpeciesLink,HUEFS,112727,Chamaecrista olesiphylla,880,"Conceição, A.S.",2005,2,17,"Queiroz, L.P. de",/04/2011,1,Brasil,Minas Gerais,Conceição do Mato Dentro,"Costa Serra, Serra do Amarelo.","-43,638","-18,696",2,1
J.G. Rando,SPF,,Chamaecrista olesiphylla,906,"Rando, J.G.",2009,11,18,"Rando, J.G.",,1,Brasil,Minas Gerais,Santana de Pirapama,"Fazenda Toucan Cipó, subida da Captação de água.","-43,759","-19,006",0,1
J.G. Rando,SPF,,Chamaecrista olesiphylla,907,"Rando, J.G.",2009,11,18,"Rando, J.G.",,1,Brasil,Minas Gerais,Santana de Pirapama,,"-43,759","-19,006",2,1
SpeciesLink,SPF,216230,Chamaecrista olesiphylla,922,"Rando, J.G.",2009,11,27,"Rando, J.G.",//2010,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cipó, Subida da Serra, perto de Inhame.","-43,787","-18,929",0,1
SpeciesLink,SPF,210300,Chamaecrista olesiphylla,934,"Rando, J.G.",2010,3,6,"Rando, J.G.",//2010,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cipó, Capela de São José. Subida da Senhorinha","-43,771","-18,963",0,1
SpeciesLink,SPF,210298,Chamaecrista olesiphylla,937,"Rando, J.G.",2010,3,10,"Rando, J.G.",//2010,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cipó, Capela de São José. Estrada da Captação da Faz Toucan Cipó","-43,756","-19,003",0,1
SpeciesLink,SPF,211446,Chamaecrista olesiphylla,1147,"Rando, J.G.; Nogueira, A.",2012,1,12,"Rando, J.G.",12/1/2012,2,Brasil,Minas Gerais,Diamantina,"Mendanha, Ca. 5 km da ponte que passa sobre o rio Jequitinhonha, estrada à direita, sobre afloramento rochoso. Propriedade particular.","-43,483","-18,108",0,1
SpeciesLink,SPF,216275,Chamaecrista olesiphylla,1249,"Rando, J.G.",2012,6,11,"Rando, J.G.",11/1/2012,2,Brasil,Minas Gerais,Serro,"Estrada Diamantina - Serro, Estrada Real, ca. 8 km depois de Milho Verde, margem da estrada, lado esquerdo.","-43,519","-18,522",0,1
SpeciesLink,HUEFS,90626,Chamaecrista olesiphylla,1350,"van den Berg, C.",2004,2,19,"Queiroz, L.P. de",/04/2011,2,Brasil,Minas Gerais,Conceição do Mato Dentro,Estrada da APA do Intendente.,"-43,553","-19,144",2,1
SpeciesLink,US,2281542,Chamaecrista olesiphylla,2446,"Irwin, H.S.",1959,1,13,,//,2,Brazil,Minas Gerais,,"Serra do cipo, 55 km w of morro do pilar, on road to s. jose do almeido","-43,768","-19,411",1,1
SpeciesLink,US,2281550,Chamaecrista olesiphylla,2467,"Irwin, H.S.",1959,1,17,,//,2,Brazil,Minas Gerais,Diamantina,9 km n of diamantina on old road to mendanha,"-43,55","-18,182",1,1
SpeciesLink,R,130696,Chamaecrista olesiphylla,2494,"Irwin, H.S.",1959,1,19,"Rando, J.G.",2/3/2011,1,Brasil,Minas gerais,Diamantina,67 km SW. of Diamantina on road to Curvelo,"-44,053","-18,645",1,1
SpeciesLink,SPF,119339,Chamaecrista olesiphylla,3367,"Souza, V.C.",1993,5,1,"Hervencio, P.",/05/1997,1,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cipó, Alto do palácio, arredores da sede do IBAMA.","-43,531","-19,26",1,1
J.G. Rando,"K, RB, SPF",,Chamaecrista olesiphylla,3842,"Lewis, G.P.",2009,11,26,"Rando, J.G.",,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cipó, Fazenda Toucan Cipó, trilha da captação de água, perto do estábulo.","-43,767","-19,006",0,1
SpeciesLink,HUEFS,137076,Chamaecrista olesiphylla,4844,"Forzza, R.C.",2007,11,14,"Queiroz, L.P. de",/04/2011,2,Brasil,Minas Gerais,Alvorada de Minas,"Itapanhoacanga. Estrada Itapanhoacanga - Cachoeira Campinas, 3 km de Itapanhoacanga. Grande lajeado com ilhas de vegetação, arbustos entre rochas e pequena mata ciliar.","-43,443","-18,798",0,1
SpeciesLink,SPF,179035,Chamaecrista olesiphylla,5627,"Pirani, J.R.",2007,1,20,"Rando, J.G.",/08/2009,2,Brasil,Minas Gerais,Congonhas do Norte,"Serra Talhada, Setor nordeste da srra do Cipó, 9 km S de Congonhas do Norte na Estrada para Conceição do Mato Dentro, entrada para Extrema seguindo ca. 11 km - estrada para Lapinha.","-43,685","-18,937",0,1
SpeciesLink,HUEFS,215614,Chamaecrista olesiphylla,6928,"Verdi, M.",2014,2,12,"Cota, M.M.T.",/10/2016,1,Brasil,Minas Gerais,Serro,Monumento Natural Estadual Varzea do Lajeado e Serra do Raio/APA Água Vertentes.,"-43,49","-18,469",2,1
SpeciesLink,SPF,161159,Chamaecrista olesiphylla,8294,"Souza, V.C.",1995,3,11,"Souza, V.C.",/01/2001,2,Brasil,Minas Gerais,Serro,11km de Serro em direção a Milho Verde,"-43,441","-18,526",1,1
J.G. Rando,NY,960561,Chamaecrista olesiphylla,11539,"Anderson, W.R.",1975,2,23,"Rando, J.G.",,1,Brasil,Minas Gerais,Diamantina,"40-50 km sudoeste de Diamantina, na BR - 259","-43,8","-18,557",1,1
Reflora,MBM,MBM036796,Chamaecrista olesiphylla,11567,"Anderson, WR",1975,2,24,"Barneby, R.",,2,Brazil,Minas Gerais,Gouveia,Serra do Espinhaço,"-43,72","-18,5",0,1
Reflora,MBM,MBM035779,Chamaecrista olesiphylla,11596,"Anderson, WR",1975,2,26,"Barneby, R.",,2,Brazil,Minas Gerais,Diamantina,"Upper slopes of Serra do Espinhaço, ca. 10 km N of Diamantina on road to Mendanha","-43,53","-18,17",0,1
SpeciesLink,NYBG,960616,Chamaecrista olesiphylla,18926,"Magalhaes, G.M.",1963,3,17,,//,2,Brazil,Minas Gerais,Conceição do Mato Dentro,"Serra do Cipó, 130 km estrada p/Conceiçao","-43,506","-19,227",0,1
SpeciesLink,UB,127442,Chamaecrista olesiphylla,22154,"Irwin, H.S.",1969,1,18,"Barneby, R.",//1982,2,Brasil,Minas Gerais,,Ca. 12km SW of Diamantina,"-43,7","-18,27",0,1
J.G. Rando,"NY, MBM",18291MBM,Chamaecrista olesiphylla,26994,"Hatschbach, G.",1971,9,5,"Rando, J.G.",,1,Brasil,Minas Gerais,Gouveia,Rod. BR 249,"-43,733","-18,45",2,1
SpeciesLink,ESA,78113,Chamaecrista olesiphylla,28615,"Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.",2002,2,28,"Rando, J.G.",//2009,1,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 119. Fazenda Cachoeira da Capivara. Campo rupestre com campo arenoso adjacente","-43,545","-19,249",0,1
J.G. Rando,"INPA, NY, MBM, SPF, US",,Chamaecrista olesiphylla,49591,"Hatschbach, G.",1985,9,12,"Rando, J.G.",,1,Brasil,Minas Gerais,Gouveia,Serra do Espinhaço,"-43,733","-18,45",2,1
Reflora,RB,RB00142910,Chamaecrista olesiphylla,44-A,"Costa, A.",1987,2,2,Administrador,1/2/2017,2,Brasil,Minas Gerais,Santana do Riacho,"Estr. p/ Conceição do Mato Dentro km 126, Alto do Palácio, serra do Cipó. Serra do Cipó","-43,53","-19,287",1,1
SpeciesLink,SPF,22304,Chamaecrista olesiphylla,CFCR2824,"Hensold, N.",1982,1,13,"Barneby, R.",//1989,2,Brasil,Minas Gerais,Itambé do Mato Dentro,Serra Cabeça de Boi,"-43,275","-19,366",1,1
SpeciesLink,BHCB,75003,Chamaecrista olesiphylla,s.n.,"Isaias, R.M.",2002,8,10,,//,2,Brasil,Minas Gerais,Diamantina,APA Pau-de-Fruta,"-43,669","-18,254",1,1
Reflora,SPF,SPF00147715,Chamaecrista olesiphylla,s.n.,"Hoehne, F.C.",1921,1,13,Administrador,6/8/2019,2,Brasil,Minas Gerais,Barão de Cocais,Serra do Garimpo,"-43,49","-19,872",1,1
SpeciesLink,SPF,226132,Chamaecrista potentilla,1,"Coutinho, I.A.C.",2012,6,26,"Coutinho, I.A.C.",26/06/2012,1,Brasil,Minas Gerais,Diamantina,Estrada Diamantina para Milho Verde.,"-435,142","-184,042",0,1
SpeciesLink,VIC,37013,Chamaecrista potentilla,4,"Coutinho, Í.A.C.; Coser, T.S.; Dalvi, V.C.; Pereira, T.A.R.",2012,6,26,"Coutinho, Í.A.C.",26/06/2012,1,Brasil,Minas Gerais,Serro,"Distrito de Milho Verde, Cachoeira do Moinho.",-43,-18,1,1
SpeciesLink,VIC,36998,Chamaecrista potentilla,20,"Coutinho, Í.A.C.; Meira, R.M.S.A.; Pereira, T.A.R.",2012,6,27,"Coutinho, Í.A.C.",27/06/2012,1,Brasil,Minas Gerais,Gouveia,Solo raso arenoso/pedregoso típico de campo rupestre.,"-436,006","-187,255",2,1
SpeciesLink,HUFU,54889,Chamaecrista potentilla,73,"Kinoshita, L.S.; Martins, A.B.; Galvao, J.C.; Ferreira, C.V.V.; Shimizu, G.H.; et al.",2008,11,5,"Rando, J.G.",/05/2012,2,Brasil,Minas Gerais,Capitólio,"Pousada do Rio Turvo, Estrada para Mineradora.",-46,-21,1,1
SpeciesLink,VIC,36957,Chamaecrista potentilla,78,"Coutinho, Í.A.C.; Lorencini, T.S.",2012,8,11,"Coutinho, Í.A.C.",11/8/2012,1,Brasil,Minas Gerais,Diamantina,"Estrada de terra Diamantina - Milho Verde, Campo rupestre quartzítico.","-435,555","-182,956",0,1
SpeciesLink,HUFU,54890,Chamaecrista potentilla,86,"Kinoshita, L.S.; Martins, A.B.; Galvao, J.C.; Ferreira, C.V.V.; Shimizu, G.H.; et al.",2008,11,5,"Rando, J.G.",/05/2012,2,Brasil,Minas Gerais,Capitólio,"Pousada do Rio Turvo, Estrada para Mineradora.",-46,-21,1,1
SpeciesLink,HUFABC,1302,Chamaecrista potentilla,97,"Cota, M.M.T.; Quaresma, A.S.; Costa, L.B.; Gonçalvez, D.J.P.",2011,6,28,"Cota, M.M.T.",22/05/2012,2,Brasil,Minas Gerais,Diamantina,"Curralinho, Cerrado","-435,116","-183,647",0,1
Reflora,P,P02935914,Chamaecrista potentilla,154,Vauthier,1833,--,--,Sem determinador,,2,Brasil,Minas Gerais,Brumadinho,"Tejuco, Prov. Minas Geraes",-44,-20,1,1
SpeciesLink,ESA,120769,Chamaecrista potentilla,345,"Delfini, C.",2012,5,11,"Cota, M.M.C.",10/11/2014,1,Brasil,Minas Gerais,Serro,"BR 259, estrada de Serro para Datas, a 16km para o entroncamento para Millho Verde, proximidades da Nascente do Rio Jequitinhonha.","-434,876","-185,729",2,1
SpeciesLink,ESA,120788,Chamaecrista potentilla,365,"Delfini, C.",2012,5,11,"Cota, M.M.T.",10/11/2014,1,Brasil,Minas Gerais,Milho Verde,Monumento Natural Estadual Várzea do Lajeado e Serra do Raio.,"-434,988","-184,718",2,1
SpeciesLink,HUFABC,1299,Chamaecrista potentilla,392,"Cota, M.M.T.; G. T. Cota",2012,7,1,"Cota, M.M.T.",//,1,Brasil,Minas Gerais,Serro,"Estrada do Serro para Datas, População próxima a placa da nascente do Rio Jequitinhonha","-434,883","-185,761",0,1
Reflora,CEN,CEN00093161,Chamaecrista potentilla,482,"Gomes, B.M.",2010,3,17,"Cota, M.M.T.",--/11/2017,1,Brasil,Minas Gerais,SAO ROQUE DE MINAS,Parque Nacional da Serra da Canastra; morro da Torre de Observação.,-46,-20,0,1
SpeciesLink,UB,127488,Chamaecrista potentilla,622,"Bautista, H.P.",1982,5,22,"Lima, M.P.M.",//1983,2,Brasil,Minas Gerais,Serro,,"-434,833","-18,55",2,1
SpeciesLink,SPF,208970,Chamaecrista potentilla,657,"Borges, L.M.; Loeuille, B.; Watanabe, M.T.C.",2012,4,27,"Rando, J.G.",25/03/2013,1,Brasil,Minas Gerais,Lassance,"Serra do Cabral, Morro do Tigre. Estrada Joaquim Felício#?#Várzea da Palma, 26,4 km de Joaquim Felício. 1 km em ramal à esquerda entre cultivo de Eucalipto. Georreferenciamento aproximado.","-443,237","-177,095",0,1
SpeciesLink,SPF,221922,Chamaecrista potentilla,662,"Cota, M.M.T.",2014,1,13,"Cota, M.M.T.",13/01/2014,1,Brasil,Minas Gerais,Presidente Kubitschek,Trinta Réis; rodovia Datas-Serro (BR 259); km 442; ca. de 500 m NW de Trinta Réis.,"-435,919","-185,727",0,1
SpeciesLink,SPF,194693,Chamaecrista potentilla,719,"Menini Neto, L.",2009,5,25,"Rando, J.G.",/01/2011,2,Brasil,Minas Gerais,Serro,"Estrada para Milho Verde, a 2Km do trevo da estrada para Capivari.","-434,711","-184,881",0,1
SpeciesLink,HUFU,32509,Chamaecrista potentilla,720,"Volpi, R.L.; Romero, R.; Pacheco, R.A.; Mendonça, I.; Cruz, M.P.; Alves, A.S.S. & Carvalho, S",2003,5,17,"Carvalho, S.M.",12/6/2003,2,Brasil,Minas Gerais,Delfinópolis,Condomínio de Pedra,-20,-47,1,1
SpeciesLink,SPF,211398,Chamaecrista potentilla,1139,"Rando, J.G.; Nogueira, A.",2012,1,11,"Rando, J.G.",11/1/2012,2,Brasil,Minas Gerais,Serro,"Estrada de Serro - Datas (BR 259), entre os km 424 e 425, afloramento do lado direito da estrada.","-434,786","-18,574",0,1
SpeciesLink,SPF,211401,Chamaecrista potentilla,1142,"Rando, J.G.; Nogueira, A.",2012,1,11,"Rando, J.G.",11/1/2012,2,Brasil,Minas Gerais,Presidente Juscelino,"Estrada de Serro - Datas (BR 259), ca. 250 m da entrada para Presidente Juscelino.","-435,791","-185,764",0,1
SpeciesLink,SPF,216280,Chamaecrista potentilla,1245,"Rando, J.G.",2012,6,11,"Rando, J.G.",11/1/2012,1,Brasil,Minas Gerais,Diamantina,"Margem da estrada Diamantina - Milho Verde, Estrada Real, logo no início da estrada saindo de Diamantina.","-435,795","-182,613",0,1
SpeciesLink,UB,127481,Chamaecrista potentilla,1598,"Pereira, E.",1955,5,,"Barneby, R.",//1982,2,Brasil,Minas Gerais,,Piracuruca,"-436,003","-182,494",2,1
SpeciesLink,HUFU,12436,Chamaecrista potentilla,1655,"Nakajima, J.N.; Romero, R.",1996,3,21,"Nakajima, J.N.",19/11/2004,2,Brasil,Minas Gerais,São Roque de Minas,Cachoeira dos Rolinhos.,-47,-20,1,1
SpeciesLink,HUEFS,140015,Chamaecrista potentilla,1787,"Rapini, A.",2008,5,6,"Rando, J.G.",/09/2012,1,Brasil,Minas Gerais,Diamantina,Acaba Mundo,"-434,428","-182,861",2,1
SpeciesLink,HUFU,45256,Chamaecrista potentilla,1935,"Arantes, A.A.; Romero, R.; Bernardes, P.H.N.; Silva, M.A.O.; Grisi, P.U.; Caixeta, F.; et al.",2006,7,12,"Bernardes, P.H.N.",9/10/2006,2,Brasil,Minas Gerais,Capitólio,"Região da represa de Furnas, Trilha da Pedreira Souza, ca. de 2 Km da BR MG 050.",-46,-21,1,1
SpeciesLink,HUFU,9425,Chamaecrista potentilla,2502,"Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.",1995,7,17,"Barneby, R.",/11/1995,2,Brasil,Minas Gerais,São Roque de Minas,"Parque Nacional da Serra da Canastra, Cachoeira Casca D'Anta. Parte de cima.","-465,228","-203,015",0,1
SpeciesLink,HUFU,15935,Chamaecrista potentilla,2681,"Nakajima, J.N.; Romero, R.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.",1997,8,20,"Nakajima, J.N.",19/11/2004,2,Brasil,Minas Gerais,São Roque de Minas,"Parque Nacional da Serra da Canastra, Estrada São Roque - Sacramento, morro após a nascente do rio São Francisco.",-47,-20,1,1
SpeciesLink,CEN,38826,Chamaecrista potentilla,2868,"Pereira-Silva, G.",1994,9,14,"Walter, B.M.T.",/06/2011,2,Brasil,MG,DIAMANTINA,Rodovia Diamantina - Curralzinho km 7.,"-435,667","-182,667",0,1
SpeciesLink,HUEFS,145940,Chamaecrista potentilla,2878,"Almeida, T.E.",2006,11,15,"Rando, J.G.",/02/2013,1,Brasil,Minas Gerais,Serra,Distrito de São Gonçalo do Rio das Pedras.,"-434,764","-184,319",0,1
SpeciesLink,INPA,220386,Chamaecrista potentilla,2887,"Pereira-Silva, G.",1994,9,14,"Rando, J.G.",/02/2012,2,Brasil,Minas Gerais,Diamantina,"Rodovia Diamantina - São Gonçalo, Km 9. Campo rupestre. Solo arenoso. Frequente.","-435,667","-183,167",0,1
SpeciesLink,HUFU,10479,Chamaecrista potentilla,3127,"Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.",1995,11,20,"Barneby, R.",/02/1996,2,Brasil,Minas Gerais,São Roque de Minas,Chapadão do Diamante,-47,-20,1,1
SpeciesLink,SPF,217207,Chamaecrista potentilla,3343,"Fraga, C.N.",2011,6,4,"Cota, M.M.T.",/04/2015,1,Brasil,Minas Gerais,Serro,"Milho Verde, Área de Proteção Ambiental Lajeado. Lajeado, trilha para a Cachoeira do Lajeado.","-434,903","-184,728",0,1
SpeciesLink,HUFU,34912,Chamaecrista potentilla,3598,"Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.",2003,10,23,"Pacheco, R.A.",18/11/2003,2,Brasil,Minas Gerais,Delfinópolis,"Paraíso Perdido, Cachoeira Triângulo, fazenda Zé Antunes.","-467,672","-204,425",0,1
SpeciesLink,R-TIPOS,171509,Chamaecrista potentilla,3605,"Mello Filho, L.E.; Duarte, L.; Becker, H. & Silva Santos, R.",1972,7,25,"Rando, J.G.",2/3/2011,1,Brasil,Minas Gerais,Alpinópolis,Furnas,"-463,881","-208,636",2,1
SpeciesLink,HUFU,43004,Chamaecrista potentilla,3960,"Nakajima, J.N.; Romero, R.; Arantes, A.A.; Rezende, T.M. & Hattori, E.K.O.",2005,9,30,"Bernardes, P.H.N.",9/10/2006,2,Brasil,Minas Gerais,Capitólio,"Regiao da Represa de Furnas, Estrada para Pedreira Souza, ca. de 2 km da rodovia MG 050.",-46,-21,1,1
SpeciesLink,HUFU,15455,Chamaecrista potentilla,4335,"Romero, R.; Nakajima, J.N. & Farinaccio, M.A.",1997,6,29,"Andrade, T.",/01/2004,2,Brasil,Minas Gerais,São Roque de Minas,"Parque Nacional da Serra da Canastra, Chapadão do Diamante.",-47,-20,1,1
SpeciesLink,HUFU,46192,Chamaecrista potentilla,4338,"Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Soares, P.N. & Loeuille, B.",2006,10,26,"Melo, K.B.S.",4/7/2006,2,Brasil,Minas Gerais,Capitólio,"Região da Represa de Furnas, Estrada para Mineradora Gabi Extrações, depois do terceiro córrego.",-46,-21,1,1
Reflora,HUFU,HUFU00050645,Chamaecrista potentilla,4505,"Romero, R.",1997,8,23,"Nakajima, J.N.",19/11/2004,2,Brasil,Minas Gerais,São Roque de Minas,"Parque Nacional da Serra da Canastra ; Cachoeira Casca D'Anta, parte de cima.",-47,-20,1,1
SpeciesLink,CEN,79245,Chamaecrista potentilla,6366,"Lima, H.C.",2011,7,7,"Rando, J.G.",//2011,1,Brasil,MG,Serro,Nascente do rio Jequitinhonha.,"-434,897","-185,764",0,1
SpeciesLink,HUFU,28804,Chamaecrista potentilla,6439,"Romero, R.; Pacheco, R.A.; Nakajima, J.N. & Volpi, R.L.",2002,10,11,"Volpi, R.L.",29/11/2002,2,Brasil,Minas Gerais,Delfinópolis,"Fazenda José Antunes, Trilha da Escada de Pedras.","-466,533","-204,344",0,1
SpeciesLink,HUFU,42830,Chamaecrista potentilla,7234,"Romero, R.; Nakajima, J.N.; Arantes, A.A.; Rezende, T.M. & Hattori, E.K.O.",2005,9,29,"Melo, K.B.S.",8/6/2006,2,Brasil,Minas Gerais,SÃO JOÃO BATISTA DO GLÓRIA,"Paraíso Perdido, Córrego Quebra Anzol, 4,5 km da Rodovia MG 050.","-463,233","-206,244",1,1
SpeciesLink,HUEFS,68051,Chamaecrista potentilla,7606,"Queiroz, L.P.de",2003,1,11,"Conceição, A.S.",/08/2004,1,Brasil,Minas Gerais,Diamantina,"Estrada para extração, ca. 9 km S de Diamantina.","-435,158","-182,581",0,1
SpeciesLink,HUFU,45126,Chamaecrista potentilla,7734,"Romero, R.; Arantes, A.A.; Bernardes, P.H.N.; Silva, M.A.O.; Caixeta, F.; et al.",2006,7,12,"Bernardes, P.H.N.",9/10/2006,2,Brasil,Minas Gerais,SÃO JOÃO BATISTA DO GLÓRIA,"Região da represa de Furnas, Paraíso Perdido, ca. 5 km da rodovia MG 050.",-46,-21,1,1
SpeciesLink,UB,127485,Chamaecrista potentilla,20653,"Irwin, H.S.",1968,2,23,"Barneby, R.",//1982,2,Brasil,Minas Gerais,Serro,Ca. 15km N of Serro on road (MG 2) to Diamantina,"-43,55","-18,55",2,1
SpeciesLink,ESA,73892,Chamaecrista potentilla,25641,"Souza, V.C.",2001,7,10,"Rando, J.G.",/10/2009,2,Brasil,Minas Gerais,LASSANCE,"Serra do Cabral. Estrada Joaquim Felício - Várzea da Palma, ca. 24 km de Joaquim Felício. 17o42'08""S, 44o17'46""W. 1030 m.s.m. Afloramento rochoso com campo arenoso adjacente.","-442,961","-177,022",0,1
SpeciesLink,UB,127484,Chamaecrista potentilla,27413,"Irwin, H.S.",1970,3,13,"Barneby, R.",//1982,2,Brasil,Minas Gerais,Diamantina,Ca. 20km E of Diamantina,"-435,196","-181,806",2,1
SpeciesLink,MOBOT_BR,3238927,Chamaecrista potentilla,27635,"Irwin, H.S.",1970,3,16,"Barneby, R.",//1981,2,Brazil,Minas Gerais,Diamantina,"Cerrado on brown sand interspersed with extensive outcrops, ca. 8 km E. of Diamantina, road to Extracão.",-44,-18,1,1
SpeciesLink,UB,127486,Chamaecrista potentilla,27721,"Irwin, H.S.",1970,3,16,"Barneby, R.",//1982,2,Brasil,Minas Gerais,Diamantina,Ca. 23km E of Diamantina,"-435,028","-18,162",2,1
SpeciesLink,ESA,78010,Chamaecrista potentilla,28512,"Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.",2002,2,27,"Rando, J.G.",//2009,2,Brasil,Minas Gerais,Serro,"Estrada para Gouveia, ca. 10 km de Serro (km 425). Campo rupestre com mata ciliar adjacente",-44,-19,1,1
SpeciesLink,MBM,228233,Chamaecrista potentilla,68229,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.",,,,"Hatschbach, G.",//,1,Brazil,Minas Gerais,Presidente Kubitschek,"Rod. BR-259, próximo ao trevo para a cidade",-44,-19,1,1
SpeciesLink,MOBOT_BR,3239449,Chamaecrista potentilla,77730,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.",2004,6,10,"Hatschbach, G.; Barbosa, E.",//2004,2,Brazil,Minas Gerais,Joaquim Felicio,"Serra do Cabral, Fazenda Riacho de Barro, cabeceiras do Rio Embalassaia (Mun. Joaquim Felicio).","-44,2","-17,8",2,1
SpeciesLink,SPF,47258,Chamaecrista potentilla,CFCR10512,"Scatena, V.L.",1987,4,15,"Barneby, R.C.",//1989,2,Brasil,Minas Gerais,Diamantina,,"-436,003","-182,494",2,1
SpeciesLink,SPF,62093,Chamaecrista potentilla,CFCR11128,"Zappi, D.C.",1987,7,20,"Conceição, A.S.",/04/2003,2,Brasil,Minas Gerais,Serro,,"-435,833","-185,667",2,1
SpeciesLink,HUEFS,74351,Chamaecrista rossicorum,539,"Conceição, A.S.",2003,1,9,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Grão Mogol,Serra de Grão-Mogol.,"-42,589","-18,221",0,1
SpeciesLink,HUFU,59322,Chamaecrista rossicorum,558,"Franco, I.M.; Araújo, T.Q.",2010,8,7,"Cota, M.M.T.",16/04/2015,2,Brasil,Minas Gerais,Diamantina,"Campus JK da UFVJM, Descendo o lado esquerdo da estrada atrás do Apiário da Universidade, seguindo em direção a córrego Soberbo.","-43,574","-18,213",0,1
SpeciesLink,UB,127127,Chamaecrista rossicorum,660,"Splett, S.",1994,9,24,"Cota, M.M.T.",29/01/2016,2,Brasil,Minas Gerais,,"Estrada Guindá-São João da Chapada. 15,5km depois do asfalto","-43,833","-18,167",0,1
SpeciesLink,SPF,216350,Chamaecrista rossicorum,667,"Rando, J.G.",2009,2,4,"Cota, M.M.T.",/10/2015,2,Brasil,Minas Gerais,Congonhas do Norte,"Serra Talhada (setor nordeste da Serra do Cipó), saindo da estrada Congonhas do Norte - Gouveia, ca. 3,7 km NW de Congonhas do Norte, perto da ponte sobre o rio Preto.","-43,71","-18,799",0,1
J.G. Rando,SPF,,Chamaecrista rossicorum,726,"Rando, J.G.",2009,2,5,"Rando, J.G.",,2,Brasil,Minas Gerais,Datas,"estrada de Tombador para Datas, ca. 6 km S do entroncamento com a rodovia Datas-Serro (BR259). Afloramento rochoso e campo rupestre.","-43,71","-18,799",0,1
SpeciesLink,SPF,221961,Chamaecrista rossicorum,739,"Cota, M.M.T.",2014,9,2,"Cota, M.M.T.",/10/2014,2,Brasil,Minas Gerais,Olhos-d'Água,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; estrada em direção ao norte do parque; sentido Inhacica.","-43,764","-17,842",0,1
SpeciesLink,HUEFS,75101,Chamaecrista rossicorum,739,"Conceição, A.S.",2003,9,12,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Diamantina,Cristais,"-43,597","-18,161",0,1
SpeciesLink,HUEFS,75103,Chamaecrista rossicorum,741,"Conceição, A.S.",2003,9,13,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Congonhas do Norte,Ca. 5 km da entrada para Congonhas do Norte. Beira da estrada.,"-43,677","-18,594",0,1
SpeciesLink,HUEFS,112679,Chamaecrista rossicorum,852,"Conceição, A.S.",2004,9,20,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Diamantina,"Cristais, Morro do lado direito, depois do rio.","-43,599","-18,167",0,1
SpeciesLink,UB,127131,Chamaecrista rossicorum,994,"Splett, S.",1995,3,21,"Cota, M.M.T.",29/01/2016,2,Brasil,Minas Gerais,Diamantina,"Estrada Dimantina-Mendanha, 5,5km ao norte de Diamantina","-43,564","-18,185",1,1
SpeciesLink,SPF,137524,Chamaecrista rossicorum,1005,"Sano, P.T.",1999,7,29,"Rando, J.G.",/01/2014,2,Brasil,Minas Gerais,Diamantina,Cachoeira dos Cristais,"-43,6","-18,249",2,1
